ID,span_rabbis_text,first_rabbi,first_rabbi_no_prefix,first_rabbi_after_link,second_rabbi,second_rabbi_no_prefix,second_rabbi_after_link,rabbis_after_link_alpha_order,interval_text,token_string,numb_intervening_tokens,masechet,start_span,end_span,amud,exist_before_new_markers_start_span,first_rabbi_after_link_id,second_rabbi_after_link_id
23909,מאי נשים ומאי פלגשים אמר ^רב יהודה אמר רב^ נשים בכתובה ובקידושין פלגשים בלא,רב יהודה,רב יהודה,רב יהודה בר יחזקאל,רב,רב,רב,רב-רב יהודה בר יחזקאל, אמר ,אמר,1,Sanhedrin,75922,75936,21A,75922,1394,2578
23910,פלגשים בלא כתובה ובלא קידושין.  אמר ^רב יהודה אמר רב^ ארבע מאות ילדים היו לו,רב יהודה,רב יהודה,רב יהודה בר יחזקאל,רב,רב,רב,רב-רב יהודה בר יחזקאל, אמר ,אמר,1,Sanhedrin,75996,76010,21A,75996,1394,2578
23911,בעלי אגרופין של בית דוד.  ואמר ^רב יהודה אמר רב^ תמר בת יפת תואר היתה,רב יהודה,רב יהודה,רב יהודה בר יחזקאל,רב,רב,רב,רב-רב יהודה בר יחזקאל, אמר ,אמר,1,Sanhedrin,76174,76188,21A,76174,1394,2578
23912, איש חכם וגו׳ אמר ^רב יהודה אמר רב^ איש חכם לרשעה,רב יהודה,רב יהודה,רב יהודה בר יחזקאל,רב,רב,רב,רב-רב יהודה בר יחזקאל, אמר ,אמר,1,Sanhedrin,76397,76411,21A,76397,1394,2578
23913,ותקח המשרת ותצק לפניו אמר ^רב יהודה אמר רב^ שעשתה לו מיני טיגון,רב יהודה,רב יהודה,רב יהודה בר יחזקאל,רב,רב,רב,רב-רב יהודה בר יחזקאל, אמר ,אמר,1,Sanhedrin,76548,76562,21A,76548,1394,2578
23914,על אחת כמה וכמה אמר ^רב יהודה אמר רב^ באותה שעה גזרו,רב יהודה,רב יהודה,רב יהודה בר יחזקאל,רב,רב,רב,רב-רב יהודה בר יחזקאל, אמר ,אמר,1,Sanhedrin,77064,77078,21A,77064,1394,2578
23915,ועל הפנויה.  יחוד דאורייתא הוא דאמר ^רבי יוחנן משום רבי שמעון בן יהוצדק^ רמז לייחוד מן התורה מניין,רבי יוחנן,רבי יוחנן,רבי יוחנן,רבי שמעון בן יהוצדק,רבי שמעון בן יהוצדק,רבי שמעון בן יהוצדק,רבי יוחנן-רבי שמעון בן יהוצדק, משום ,משום,1,Sanhedrin,77150,77183,21B,77150,1570,2865
23916,מתנשא לאמר אני אמלך אמר ^רב יהודה אמר רב^ מלמד שביקש להולמו ולא הולמתו,רב יהודה,רב יהודה,רב יהודה בר יחזקאל,רב,רב,רב,רב-רב יהודה בר יחזקאל, אמר ,אמר,1,Sanhedrin,77406,77420,21B,77406,1394,2578
23917,רצים לפניו מאי רבותא אמר ^רב יהודה אמר רב^ כולן נטולי טחול וחקוקי כפות,רב יהודה,רב יהודה,רב יהודה בר יחזקאל,רב,רב,רב,רב-רב יהודה בר יחזקאל, אמר ,אמר,1,Sanhedrin,77508,77522,21B,77508,1394,2578
23923,לך׳.  למה נקרא שמה אשורית שמאושרת בכתב.  ^רבי שמעון בן אלעזר אומר משום רבי אליעזר^ בן פרטא שאמר משום רבי,רבי שמעון בן אלעזר,רבי שמעון בן אלעזר,רבי שמעון בן אלעזר,רבי אליעזר,רבי אליעזר,רבי אליעזר בן הורקנוס,רבי אליעזר בן הורקנוס-רבי שמעון בן אלעזר, אומר משום ,אומר משום,2,Sanhedrin,80877,80915,22A,0,2846,417
23926,כדרב חנה בר ביזנא דאמר ^רב חנה בר ביזנא אמר רבי שמעון חסידא^ המתפלל צריך שיראה עצמו כאילו,רב חנה בר ביזנא,רב חנה בר ביזנא,רב חנה בר ביזנא,רבי שמעון חסידא,רבי שמעון חסידא,רבי שמעון חסידא,רב חנה בר ביזנא-רבי שמעון חסידא, אמר ,אמר,1,Sanhedrin,81353,81387,22A,81353,21004,2913
23929,מלך שתהא אימתו עליך.  גמ׳ אמר ^רב יעקב אמר רבי יוחנן^ אבישג מותרת לשלמה ואסורה לאדניה,רב יעקב,רב יעקב,רב יעקב,רבי יוחנן,רבי יוחנן,רבי יוחנן,רב יעקב-רבי יוחנן, אמר ,אמר,1,Sanhedrin,81970,81990,22A,81970,21110,1570
23930,שבע אל המלך החדרה אמר ^רב יהודה אמר רב^ באותה שעה קינחה בת שבע,רב יהודה,רב יהודה,רב יהודה בר יחזקאל,רב,רב,רב,רב-רב יהודה בר יחזקאל, אמר ,אמר,1,Sanhedrin,82375,82389,22A,82375,1394,2578
23932,עצתו נופלת שנאמר ותשליכהו עצתו.  אמר ^רבה בר בר חנה אמר רבי יוחנן^ קשה לזווגם כקריעת ים סוף,רבה בר בר חנה,רבה בר בר חנה,רבה בר בר חנה,רבי יוחנן,רבי יוחנן,רבי יוחנן,רבה בר בר חנה-רבי יוחנן, אמר ,אמר,1,Sanhedrin,83339,83365,22A,83339,2594,1570
23933,בכושרות אלא בכי ושירות.  איני והאמר ^רב יהודה אמר רב^ ארבעים יום קודם יצירת הולד,רב יהודה,רב יהודה,רב יהודה בר יחזקאל,רב,רב,רב,רב-רב יהודה בר יחזקאל, אמר ,אמר,1,Sanhedrin,83528,83542,22A,83528,1394,2578
23936,מיתקף תקיפא עיבורי מעברא במלה.  אמר ^רב שמואל בר אוניא משמיה דרב^ אשה גולם היא ואינה כורתת,רב שמואל בר אוניא,רב שמואל בר אוניא,רב שמואל בר אוניא,דרב,רב,רב,רב-רב שמואל בר אוניא, משמיה ,משמיה,1,Sanhedrin,84032,84058,22B,84032,21257,2578
23937,כהן גדול מערב שבת אמר ^רב שמואל בר נחמן אמר רבי יוחנן^ הואיל ומשמרות מתחדשות,רב שמואל בר נחמן,רב שמואל בר נחמן,רב שמואל בר נחמן,רבי יוחנן,רבי יוחנן,רבי יוחנן,רב שמואל בר נחמן-רבי יוחנן, אמר ,אמר,1,Sanhedrin,84466,84495,22B,84466,21271,1570
23940,היין ולאו איתמר עלה אמר ^רב נחמן אמר רבה בר אבוה^ לא שנו אלא ששתה כדי,רב נחמן,רב נחמן,רב נחמן בר יעקב,רבה בר אבוה,רבה בר אבוה,רבה בר אבוה,רב נחמן בר יעקב-רבה בר אבוה, אמר ,אמר,1,Sanhedrin,85421,85443,22B,85421,2285,2586
23942,לוליינית מאי תספורת לוליינית אמר ^רב יהודה אמר שמואל^ תספורתא יחידאה היכי דמי אמר,רב יהודה,רב יהודה,רב יהודה בר יחזקאל,שמואל,שמואל,שמואל,רב יהודה בר יחזקאל-שמואל, אמר ,אמר,1,Sanhedrin,86345,86362,22B,86345,1394,2763
23949,בדרב יהודה אמר רב קמיפלגי.  דאמר ^רב יהודה אמר רב^ אין העדים חותמין על השטר,רב יהודה,רב יהודה,רב יהודה בר יחזקאל,רב,רב,רב,רב-רב יהודה בר יחזקאל, אמר ,אמר,1,Sanhedrin,87925,87939,23A,87925,1394,2578
23953,אמר רב ורבנן אית להו ^דרב יהודה אמר רב^,דרב יהודה,רב יהודה,רב יהודה בר יחזקאל,רב,רב,רב,רב-רב יהודה בר יחזקאל, אמר ,אמר,1,Sanhedrin,88044,88059,23A,88044,1394,2578
23955,בעלי דינין לא בעינן.  גופא אמר ^רב יהודה אמר רב^ אין העדים חותמין על השטר,רב יהודה,רב יהודה,רב יהודה בר יחזקאל,רב,רב,רב,רב-רב יהודה בר יחזקאל, אמר ,אמר,1,Sanhedrin,88267,88281,23A,88267,1394,2578
23971,לה בית בארץ שנער אמר ^רבי יוחנן משום רבי שמעון בן יוחאי^ זו חנופה וגסות הרוח שירדו,רבי יוחנן,רבי יוחנן,רבי יוחנן,רבי שמעון בן יוחאי,רבי שמעון בן יוחאי,רבי שמעון בן יוחאי,רבי יוחנן-רבי שמעון בן יוחאי, משום ,משום,1,Sanhedrin,92413,92445,24A,92413,1570,2830
23972,יוסף כגון דקבליה עליה בחד.  אמר ^רב יהודה אמר שמואל^ מחלוקת במחול לך אבל באתן,רב יהודה,רב יהודה,רב יהודה בר יחזקאל,שמואל,שמואל,שמואל,רב יהודה בר יחזקאל-שמואל, אמר ,אמר,1,Sanhedrin,93239,93256,24A,93239,1394,2763
23986,משום רבי טרפון היא דתניא ^רבי יהודה אומר משום רבי טרפון^ לעולם אין אחד מהן נזיר,רבי יהודה,רבי יהודה,רבי יהודה ברבי אילעאי,רבי טרפון,רבי טרפון,רבי טרפון,רבי טרפון-רבי יהודה ברבי אילעאי, אומר משום ,אומר משום,2,Sanhedrin,96142,96170,25A,0,1395,1383
23997,תרומה חוץ מדמי אותה סאה.  ואמר ^רב חייא משמיה דעולא^ זאת אומרת נחשדו כהנים אשביעית,רב חייא,רב חייא,רבי חייא רובה,דעולא,עולא,עולא נחותא,עולא נחותא-רבי חייא רובה, משמיה ,משמיה,1,Sanhedrin,100698,100716,26A,100698,1088,2409
24005,לעולם.  אמר רבי יהודה אימתי אמר ^רבי אבהו אמר רבי אלעזר^ הלכה כרבי יהודה,רבי אבהו,רבי אבהו,רבי אבהו,רבי אלעזר,רבי אלעזר,רבי אלעזר בן פדת,רבי אבהו-רבי אלעזר בן פדת, אמר ,אמר,1,Sanhedrin,103103,103124,26B,103103,92,467
24008,רבי אלעזר הלכה כרבי יהודה.  ואמר ^רבי אבהו אמר רבי אלעזר^ כולן צריכין הכרזה בבית דין,רבי אבהו,רבי אבהו,רבי אבהו,רבי אלעזר,רבי אלעזר,רבי אלעזר בן פדת,רבי אבהו-רבי אלעזר בן פדת, אמר ,אמר,1,Sanhedrin,103149,103170,26B,103149,92,467
24010,לא בעי הכרזה היינו דאמר ^רב יהודה אמר רב^ סתם רועה פסול אלא למאן,רב יהודה,רב יהודה,רב יהודה בר יחזקאל,רב,רב,רב,רב-רב יהודה בר יחזקאל, אמר ,אמר,1,Sanhedrin,103309,103323,26B,103309,1394,2578
24057,כאשתו.  בפומבדיתא אמרי אשה כבעלה דאמר ^רב הונא אמר רב נחמן^ מניין שהאשה כבעלה דכתיב ערות,רב הונא,רב הונא,רב הונא,רב נחמן,רב נחמן,רב נחמן בר יעקב,רב הונא-רב נחמן בר יעקב, אמר ,אמר,1,Sanhedrin,110196,110214,28B,110196,895,2285
24064,רבי יהודה ברייתא רבי יוסי.  אמר ^רב יהודה אמר שמואל^ הלכה כרבי יוסי,רב יהודה,רב יהודה,רב יהודה בר יחזקאל,שמואל,שמואל,שמואל,רב יהודה בר יחזקאל-שמואל, אמר ,אמר,1,Sanhedrin,111591,111608,28B,111591,1394,2763
24067,סבר רב יוסף לאכשורה דאמר ^רב יהודה אמר שמואל^ הלכה כרבי יוסי,רב יהודה,רב יהודה,רב יהודה בר יחזקאל,שמואל,שמואל,שמואל,רב יהודה בר יחזקאל-שמואל, אמר ,אמר,1,Sanhedrin,111687,111704,28B,111687,1394,2763
24075,לך.  רבי יהודה אומר כו׳ אמר ^רבי תנחום אמר רבי טבלא^ אמר רבי ברונא אמר רב,רבי תנחום,רבי תנחום,רבי תנחום,רבי טבלא,רבי טבלא,רבי טבלא,רבי טבלא-רבי תנחום, אמר ,אמר,1,Sanhedrin,112085,112106,28B,112085,2969,1362
24076,כו׳ אמר רבי תנחום אמר ^רבי טבלא אמר רבי^ ברונא אמר רב הלכה כרבי,רבי טבלא,רבי טבלא,רבי טבלא,רבי,רבי,רבי יהודה הנשיא,רבי טבלא-רבי יהודה הנשיא, אמר ,אמר,1,Sanhedrin,112099,112114,28B,112099,1362,1508
24080,אמר רב הלכה כרבי יהודה ^רבא אמר רב נחמן^ אין הלכה כרבי יהודה וכן,רבא,רבא,רבא,רב נחמן,רב נחמן,רב נחמן בר יעקב,רב נחמן בר יעקב-רבא, אמר ,אמר,1,Sanhedrin,112145,112159,28B,112145,2582,2285
24083,הלכה כרבי יהודה וכן אמר ^רבה בר בר חנה אמר רבי יוחנן^ אין הלכה כרבי יהודה,רבה בר בר חנה,רבה בר בר חנה,רבה בר בר חנה,רבי יוחנן,רבי יוחנן,רבי יוחנן,רבה בר בר חנה-רבי יוחנן, אמר ,אמר,1,Sanhedrin,112189,112215,28B,112189,2594,1570
24087,אלא זה שהיה קרוב ונתרחק.  אמר ^רבה בר בר חנה אמר רבי יוחנן^ הלכה כרבי יוסי הגלילי,רבה בר בר חנה,רבה בר בר חנה,רבה בר בר חנה,רבי יוחנן,רבי יוחנן,רבי יוחנן,רבה בר בר חנה-רבי יוחנן, אמר ,אמר,1,Sanhedrin,112433,112459,28B,112433,2594,1570
24090,דינא.  אוהב זה שושבינו וכו׳.  וכמה אמר ^רבי אבא אמר רבי ירמיה^ אמר רב כל שבעת ימי,רבי אבא,רבי אבא,רבי אבא,רבי ירמיה,רבי ירמיה,רבי ירמיה,רבי אבא-רבי ירמיה, אמר ,אמר,1,Sanhedrin,112777,112797,29A,112777,6,1952
24091,וכו׳.  וכמה אמר רבי אבא אמר ^רבי ירמיה אמר רב^ כל שבעת ימי המשתה ורבנן,רבי ירמיה,רבי ירמיה,רבי ירמיה,רב,רב,רב,רב-רבי ירמיה, אמר ,אמר,1,Sanhedrin,112789,112804,29A,112789,1952,2578
24094,זוז.  מסייע ליה לרב יהודה דאמר ^רב יהודה אמר רב^ צריך שיאמר אתם עדיי,רב יהודה,רב יהודה,רב יהודה בר יחזקאל,רב,רב,רב,רב-רב יהודה בר יחזקאל, אמר ,אמר,1,Sanhedrin,114618,114632,29A,114618,1394,2578
24095,שיאמר אתם עדיי.  איתמר נמי אמר ^רבי חייא בר אבא אמר רבי יוחנן^ ׳מנה לי בידך׳ אמר לו,רבי חייא בר אבא,רבי חייא בר אבא,רבי חייא בר אבא,רבי יוחנן,רבי יוחנן,רבי יוחנן,רבי חייא בר אבא-רבי יוחנן, אמר ,אמר,1,Sanhedrin,114670,114698,29A,114670,1091,1570
24097,לא תחמל ולא תכסה עליו.  אמר ^רבי שמואל בר נחמן אמר רבי יונתן^ מניין שאין טוענין למסית מנחש,רבי שמואל בר נחמן,רבי שמואל בר נחמן,רבי שמואל בר נחמן,רבי יונתן,רבי יונתן,רבי יונתן בן אלעזר איש הבירה,רבי יונתן בן אלעזר איש הבירה-רבי שמואל בר נחמן, אמר ,אמר,1,Sanhedrin,115318,115348,29A,115318,22798,1624
24101,שמע מינה מהא הא דאמר ^רב יהודה אמר רב^ צריך שיאמר אתם עדיי לא,רב יהודה,רב יהודה,רב יהודה בר יחזקאל,רב,רב,רב,רב-רב יהודה בר יחזקאל, אמר ,אמר,1,Sanhedrin,116184,116198,29B,116184,1394,2578
24127,גברא רבה כיון דסמיך סמיך.  אמר ^רבי חייא בר אבין אמר רב^ הלכה כרבי יהושע בן קרחה,רבי חייא בר אבין,רבי חייא בר אבין,רבי חייא בר אבין,רב,רב,רב,רב-רבי חייא בר אבין, אמר ,אמר,1,Sanhedrin,121698,121720,30B,121698,1094,2578
24132,אביי הלכה מכלל דפליגי והאמר ^רבי אבא אמר רב הונא^ אמר רב מודים חכמים לרבי,רבי אבא,רבי אבא,רבי אבא,רב הונא,רב הונא,רב הונא,רב הונא-רבי אבא, אמר ,אמר,1,Sanhedrin,121868,121886,30B,121868,6,895
